AdultTotal,AdultsReleased,AdultsShipped,Comments,DateOfReport,Facility,JackTotal,LethalSpawned,LiveSpawned,Mortality,OnHand,OnHandJacks,Species,Stock,Surplus,TotalEggtake,WeekEndingDate
450,0,0,,7/2/2018 0:00,KENDALL CR HATCHERY,23,0,0,0,450,23,Spring Chinook,Nooksack River- H,0,0,
20,0,0,,7/3/2018 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Summer Steelhead,Reiter Ponds Hatchery,20,0,
5,5,0,,7/3/2018 0:00,EASTBANK HATCHERY Wenatchee River- W,0,0,0,0,0,0,Northern Pikeminnow,,0,0,
88,88,0,,7/9/2018 0:00,TUCANNON HATCHERY,0,0,0,0,0,0,Dolly/Bull Trout,Tucannon River Stock-,0,0,
10,10,0,,7/9/2018 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Whitefish,Skykomish River- W,0,0,
1,1,0,,7/10/2018 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Summer Chinook,South Fork Skykomish,0,0,
3152,0,0,,7/10/2018 0:00,BAKER LK HATCHERY,0,0,0,0,3152,0,Sockeye,Baker River- U,0,0,
46,0,0,,7/10/2018 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Summer Steelhead,Reiter Ponds Hatchery,46,0,
8,8,0,,7/10/2018 0:00,EASTBANK HATCHERY Wenatchee River- W,0,0,0,0,0,0,Northern Pikeminnow,,0,0,
1,1,0,,7/11/2018 0:00,KALAMA FALLS HATCHERY,0,0,0,0,0,0,Fall Chinook,Kalama River- W,0,0,
2,2,0,,7/11/2018 0:00,COWLITZ SALMON HATCHERY,0,0,0,0,0,0,Chum,Cowlitz River- W,0,0,
20,0,0,,7/16/2018 0:00,MINTER CR HATCHERY,10,0,0,30,0,0,Fall Chinook,Minter Creek Hatchery,0,0,
5787,0,0,,7/17/2018 0:00,BAKER LK HATCHERY,0,0,0,0,5787,0,Sockeye,Baker River- U,0,0,
2,2,0,,7/17/2018 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Dolly/Bull Trout,Skykomish River- W,0,0,
12,12,0,,7/17/2018 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Whitefish,Skykomish River- W,0,0,
550,0,0,,7/18/2018 0:00,KENDALL CR HATCHERY,28,41,0,0,509,28,Spring Chinook,Nooksack River- H,0,0,
64,0,0,,7/18/2018 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Summer Steelhead,Reiter Ponds Hatchery,64,0,
1,1,0,,7/19/2018 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Summer Chinook,Skykomish River- H,0,0,
14,14,0,,7/19/2018 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Whitefish,Skykomish River- W,0,0,
1,0,0,,7/23/2018 0:00,SOLDUC HATCHERY,0,0,0,0,1,0,Summer Coho,SolDuc Hatchery- H,0,0,
7033,0,0,,7/24/2018 0:00,BAKER LK HATCHERY,0,0,0,0,7033,0,Sockeye,Baker River- U,0,0,
5,5,0,,7/24/2018 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Dolly/Bull Trout,Skykomish River- W,0,0,
144,0,0,,7/25/2018 0:00,GEORGE ADAMS HATCHERY,0,0,0,0,144,0,Fall Chinook,Skokomish River- H,0,0,
600,0,0,,7/25/2018 0:00,KENDALL CR HATCHERY,28,41,0,0,559,28,Spring Chinook,Nooksack River- H,0,0,
5,5,0,,7/25/2018 0:00,COWLITZ SALMON HATCHERY,0,0,0,0,0,0,Chum,Cowlitz River- W,0,0,
86,0,0,,7/25/2018 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Summer Steelhead,Reiter Ponds Hatchery,86,0,
18,18,0,,7/25/2018 0:00,EASTBANK HATCHERY Wenatchee River- W,0,0,0,0,0,0,Northern Pikeminnow,,0,0,
30,30,0,,7/27/2018 0:00,EASTBANK HATCHERY Wenatchee River- W,0,0,0,0,0,0,Northern Pikeminnow,,0,0,
6,5,0,,7/30/2018 0:00,COWLITZ SALMON HATCHERY,0,0,0,0,1,0,Chum,Cowlitz River- W,0,0,
14,0,0,,7/30/2018 0:00,BAKER LK HATCHERY,0,0,0,14,0,0,Sockeye,Baker River- H,0,0,
7975,0,0,,7/31/2018 0:00,BAKER LK HATCHERY,0,0,0,0,7975,0,Sockeye,Baker River- U,0,0,
859,0,0,,8/1/2018 0:00,GEORGE ADAMS HATCHERY,176,0,0,0,100,0,Fall Chinook,Skokomish River- H,935,0,
1,0,0,,8/1/2018 0:00,GEORGE ADAMS HATCHERY,0,0,0,0,0,0,Coho,George Adams,1,0,
95,0,0,,8/1/2018 0:00,SUNSET FALLS FCF,0,0,0,0,9,0,Summer Steelhead,Reiter Ponds Hatchery,86,0,
6,6,0,,8/1/2018 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Dolly/Bull Trout,Skykomish River- W,0,0,
9,9,0,,8/2/2018 0:00,COWLITZ SALMON HATCHERY,0,0,0,0,0,0,Chum,Cowlitz River- W,0,0,
35,35,0,,8/3/2018 0:00,EASTBANK HATCHERY Wenatchee River- W,0,0,0,0,0,0,Northern Pikeminnow,,0,0,
9,9,0,,8/6/2018 0:00,COWLITZ SALMON HATCHERY,0,0,0,0,0,0,Sucker: General,Cowlitz River- W,0,0,
1714,0,0,,8/7/2018 0:00,GEORGE ADAMS HATCHERY,415,0,0,0,0,0,Fall Chinook,Skokomish River- H,2129,0,
1300,0,0,,8/7/2018 0:00,KENDALL CR HATCHERY,23,330,0,2,954,21,Spring Chinook,Nooksack River- H,16,0,
1,2,0,,8/8/2018 0:00,SUNSET FALLS FCF,1,0,0,0,0,0,Summer Chinook,Skykomish River- H,0,0,
108,0,0,,8/8/2018 0:00,SUNSET FALLS FCF,0,0,0,0,4,0,Summer Steelhead,Reiter Ponds Hatchery,104,0,
19,19,0,,8/8/2018 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Whitefish,Skykomish River- W,0,0,
1650,0,0,,8/8/2018 0:00,KENDALL CR HATCHERY,23,432,0,2,1204,19,Spring Chinook,Nooksack River- H,16,0,
10,10,0,,8/8/2018 0:00,COWLITZ SALMON HATCHERY,0,0,0,0,0,0,Sucker: General,Cowlitz River- W,0,0,
9,0,0,,8/10/2018 0:00,SOLDUC HATCHERY,0,0,0,0,9,0,Summer Coho,SolDuc Hatchery- H,0,0,
1,3,0,,8/14/2018 0:00,SUNSET FALLS FCF,2,0,0,0,0,0,Summer Chinook,Skykomish River- H,0,0,
1,2,0,,8/14/2018 0:00,LEWIS RIVER HATCHERY,1,0,0,0,0,0,Type S Coho,Lewis River Hatchery,0,0,
2,2,0,,8/14/2018 0:00,NASELLE HATCHERY,0,0,0,0,0,0,Chum,Naselle River- U,0,0,
124,0,0,,8/14/2018 0:00,SUNSET FALLS FCF,0,0,0,5,0,0,Summer Steelhead,Reiter Ponds Hatchery,119,0,
45,45,0,,8/14/2018 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Whitefish,Skykomish River- W,0,0,
45,45,0,,8/14/2018 0:00,EASTBANK HATCHERY Wenatchee River- W,0,0,0,0,0,0,Northern Pikeminnow,,0,0,
5623,0,0,,8/15/2018 0:00,GEORGE ADAMS HATCHERY,1042,0,0,1,39,0,Fall Chinook,Skokomish River- H,6625,0,
3,0,0,,8/15/2018 0:00,GEORGE ADAMS HATCHERY,0,0,0,0,0,0,Coho,George Adams,3,0,
6,6,0,,8/15/2018 0:00,MINTER CR HATCHERY Minter Creek- W,0,0,0,0,0,0,Anadromous Coastal Cutthroat,,0,0,
1650,0,0,,8/16/2018 0:00,KENDALL CR HATCHERY,23,644,0,2,994,17,Spring Chinook,Nooksack River- H,16,0,
1650,0,0,,8/16/2018 0:00,KENDALL CR HATCHERY Nooksack River- H,23,644,0,148,862,3,Spring Chinook,,16,0,
47,47,0,,8/17/2018 0:00,EASTBANK HATCHERY Wenatchee River- W,0,0,0,0,0,0,Northern Pikeminnow,,0,0,
26,26,0,,8/20/2018 0:00,MINTER CR HATCHERY Minter Creek- W,0,0,0,0,0,0,Anadromous Coastal Cutthroat,,0,0,
6641,0,0,,8/22/2018 0:00,GEORGE ADAMS HATCHERY,1383,0,0,1,1074,341,Fall Chinook,Skokomish River- H,6608,0,
2,2,0,,8/22/2018 0:00,MODROW TRAP,0,0,0,0,0,0,Type S Coho,Kalama River- W,0,0,
7,0,0,,8/27/2018 0:00,GEORGE ADAMS HATCHERY,0,0,0,0,0,0,Coho,George Adams,7,0,
2,2,0,,8/28/2018 0:00,MODROW TRAP,0,0,0,0,0,0,Type S Coho,Kalama River- W,0,0,
10933,0,0,,8/29/2018 0:00,GEORGE ADAMS HATCHERY,1864,0,0,31,3554,411,Fall Chinook,Skokomish River- H,8801,0,
3,3,0,,8/29/2018 0:00,NASELLE HATCHERY,0,0,0,0,0,0,Chum,Naselle River- U,0,0,
1650,0,0,,8/29/2018 0:00,KENDALL CR HATCHERY Nooksack River- H,54,1048,0,378,72,0,Spring Chinook,,206,0,
1650,0,0,,8/29/2018 0:00,KENDALL CR HATCHERY,67,1048,0,378,72,0,Spring Chinook,Nooksack River- H,219,0,
9,9,0,,8/30/2018 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Coho,South Fork Skykomish,0,0,
127,0,0,,8/30/2018 0:00,SUNSET FALLS FCF,0,0,0,5,0,0,Summer Steelhead,Reiter Ponds Hatchery,122,0,
28,28,0,,8/30/2018 0:00,MINTER CR HATCHERY Minter Creek- W,0,0,0,0,0,0,Anadromous Coastal Cutthroat,,0,0,
7,7,0,,8/30/2018 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Dolly/Bull Trout,Skykomish River- W,0,0,
76,76,0,,8/30/2018 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Whitefish,Skykomish River- W,0,0,
10934,0,0,,8/31/2018 0:00,GEORGE ADAMS HATCHERY,1865,0,0,33,2207,202,Fall Chinook,Skokomish River- H,10357,0,
9,0,0,,8/31/2018 0:00,SOLDUC HATCHERY,68,0,0,0,9,0,Summer Coho,SolDuc Hatchery- H,68,0,
9,0,0,,8/31/2018 0:00,SOLDUC HATCHERY SolDuc Hatchery- H,68,0,0,0,9,0,Summer Coho,,68,0,
4,4,0,,9/1/2018 0:00,NASELLE HATCHERY,0,0,0,0,0,0,Chum,Naselle River- U,0,0,
1,0,0,,9/4/2018 0:00,WHITEHORSE POND,1,0,0,0,1,1,Summer Chinook,Stillaguamish River- H,0,0,
6,0,0,,9/4/2018 0:00,NORTH TOUTLE HATCHERY,0,0,0,0,6,0,Type S Coho,Toutle River- H,0,0,
52,52,0,Final in-season estima,9/5/2018 0:00,EASTBANK HATCHERY Wenatchee River- W,0,0,0,0,0,0,Northern Pikeminnow,,0,0,
7,0,0,,9/5/2018 0:00,COWLITZ SALMON HATCHERY,1,0,0,0,7,1,Type N Coho,Cowlitz River Hatchery,0,0,
15,15,0,,9/6/2018 0:00,COWLITZ SALMON HATCHERY,0,0,0,0,0,0,Sucker: General,Cowlitz River- W,0,0,
15492,0,0,,9/10/2018 0:00,GEORGE ADAMS HATCHERY,2856,664,0,117,4947,511,Fall Chinook,Skokomish River- H,12109,0,
20,0,0,,9/10/2018 0:00,MARBLEMOUNT HATCHERY,0,0,0,0,20,0,Summer Chinook,Skagit River- W,0,0,
10,0,0,,9/10/2018 0:00,NORTH TOUTLE HATCHERY,1,0,0,0,10,1,Type S Coho,Toutle River- H,0,0,
5,5,0,,9/11/2018 0:00,NASELLE HATCHERY,0,0,0,0,0,0,Chum,Naselle River- U,0,0,
60,0,0,,9/12/2018 0:00,MARBLEMOUNT HATCHERY,0,0,0,0,60,0,Coho,Skagit River- H,0,0,
70,55,0,,9/12/2018 0:00,COWLITZ SALMON HATCHERY,54,0,0,0,62,7,Type N Coho,Cowlitz River Hatchery,0,0,
82,82,0,,9/17/2018 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Whitefish,Skykomish River- W,0,0,
1,0,0,,9/18/2018 0:00,MARBLEMOUNT HATCHERY,0,1,0,0,0,0,Summer Chinook,Skagit River- H,0,0,
48,0,0,,9/20/2018 0:00,MARBLEMOUNT HATCHERY,0,0,0,0,48,0,Summer Chinook,Skagit River- W,0,0,
62,0,0,,9/24/2018 0:00,NORTH TOUTLE HATCHERY Toutle River- H,36,0,0,0,62,9,Type S Coho,,27,0,
544,0,0,,9/24/2018 0:00,SOLDUC HATCHERY,68,0,0,0,544,0,Summer Coho,SolDuc Hatchery- H,68,0,
57,62,0,,9/25/2018 0:00,SAMISH HATCHERY,5,0,0,0,0,0,Coho,Samish- W,0,0,
1389,0,0,,9/26/2018 0:00,SAMISH HATCHERY,15,257,0,25,1107,15,Fall Chinook,Samish River Hatchery,0,428000,
612,1630,0,,9/26/2018 0:00,COWLITZ SALMON HATCHERY Cowlitz River Hatchery,1291,0,0,1,255,17,Type N Coho,,0,0,
1,0,0,,9/26/2018 0:00,MINTER CR HATCHERY,0,0,0,0,0,0,Chum,Minter Creek- U,1,0,
30,29,0,,9/26/2018 0:00,MINTER CR HATCHERY Minter Creek- W,0,0,0,1,0,0,Anadromous Coastal Cutthroat,,0,0,
0,0,0,,9/26/2018 0:00,SPEELYAI HATCHERY,0,0,0,0,0,0,Kokanee,Lake Merwin- M,0,79000,
32,32,0,Final in-season estima,9/27/2018 0:00,COWLITZ SALMON HATCHERY,0,0,0,0,0,0,Sucker: General,Cowlitz River- W,0,0,
8,8,0,,9/27/2018 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Dolly/Bull Trout,Skykomish River- W,0,0,
69,0,0,,10/1/2018 0:00,NORTH TOUTLE HATCHERY Toutle River- H,56,0,0,0,69,9,Type S Coho,,47,0,
31,30,0,,10/1/2018 0:00,MINTER CR HATCHERY Minter Creek- W,0,0,0,1,0,0,Anadromous Coastal Cutthroat,,0,0,
2,0,0,,10/2/2018 0:00,MARBLEMOUNT HATCHERY,0,2,0,0,0,0,Summer Chinook,Skagit River- H,0,0,
4790,0,0,,10/3/2018 0:00,SAMISH HATCHERY,38,693,0,129,3224,27,Fall Chinook,Samish River Hatchery,755,1212000,
208,218,0,,10/3/2018 0:00,SAMISH HATCHERY,10,0,0,0,0,0,Coho,Samish- W,0,0,
1101,3389,0,,10/3/2018 0:00,COWLITZ SALMON HATCHERY,2717,0,0,1,382,46,Type N Coho,Cowlitz River Hatchery,0,0,
0,0,0,,10/3/2018 0:00,SPEELYAI HATCHERY,0,0,0,0,0,0,Kokanee,Lake Merwin- M,0,140000,
4,0,0,Final in-season estima,10/9/2018 0:00,MARBLEMOUNT HATCHERY,0,4,0,0,0,0,Summer Chinook,Skagit River- H,0,0,
0,0,0,Final in-season estima,10/9/2018 0:00,SOLDUC HATCHERY,0,0,0,0,0,0,Summer Coho,Sol Duc River- H,0,240000,
5558,0,0,,10/9/2018 0:00,SAMISH HATCHERY,38,2349,0,531,1792,10,Fall Chinook,Samish River Hatchery,914,4320000,
256,268,0,,10/9/2018 0:00,SAMISH HATCHERY,12,0,0,0,0,0,Coho,Samish- W,0,0,
1405,4528,0,,10/9/2018 0:00,COWLITZ SALMON HATCHERY,3665,0,0,1,488,53,Type N Coho,Cowlitz River Hatchery,0,0,
86,0,0,,10/9/2018 0:00,NORTH TOUTLE HATCHERY Toutle River- H,92,0,0,2,84,10,Type S Coho,,82,0,
2,0,0,,10/9/2018 0:00,MINTER CR HATCHERY,0,0,0,0,0,0,Chum,Minter Creek- U,2,0,
36,30,0,,10/9/2018 0:00,MINTER CR HATCHERY Minter Creek- W,0,0,0,3,3,0,Anadromous Coastal Cutthroat,,0,0,
9,9,0,,10/9/2018 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Dolly/Bull Trout,Skykomish River- W,0,0,
296,308,0,,10/12/2018 0:00,SAMISH HATCHERY,12,0,0,0,0,0,Coho,Samish- W,0,0,
251,0,0,,10/15/2018 0:00,NORTH TOUTLE HATCHERY,93,0,0,2,249,11,Type S Coho,Toutle River- H,82,0,
1866,5920,0,,10/16/2018 0:00,COWLITZ SALMON HATCHERY Cowlitz River Hatchery,4742,0,0,1,644,43,Type N Coho,,0,0,
6759,0,0,,10/17/2018 0:00,SAMISH HATCHERY,57,4547,0,1071,180,0,Fall Chinook,Samish River Hatchery,1018,8640000,
3,0,0,,10/18/2018 0:00,MINTER CR HATCHERY,0,0,0,1,0,0,Chum,Minter Creek- U,2,0,
286,0,0,,10/22/2018 0:00,NORTH TOUTLE HATCHERY Toutle River- H,177,0,0,2,284,11,Type S Coho,,166,0,
1,1,0,,10/24/2018 0:00,WHATCOM CR HATCHERY,0,0,0,0,0,0,Fall Chinook,Whatcom Creek- W,0,0,
584,596,0,,10/24/2018 0:00,SAMISH HATCHERY,12,0,0,0,0,0,Coho,Samish- W,0,0,
2178,7292,0,,10/24/2018 0:00,COWLITZ SALMON HATCHERY,5920,0,0,1,753,52,Type N Coho,Cowlitz River Hatchery,0,0,
4,0,0,,10/28/2018 0:00,WHITEHORSE POND,0,0,0,0,4,0,Summer Steelhead,Whitehorse Ponds,0,0,
14,14,0,,10/29/2018 0:00,KENDALL CR HATCHERY,0,0,0,0,0,0,Coho,Nooksack River- W,0,0,
322,0,0,,10/30/2018 0:00,NORTH TOUTLE HATCHERY Toutle River- H,177,107,0,7,209,10,Type S Coho,,166,0,
10,10,0,Final in-season estima,10/31/2018 0:00,SUNSET FALLS FCF,0,0,0,0,0,0,Dolly/Bull Trout,Skykomish River- W,0,0,
1,1,0,,10/31/2018 0:00,WHATCOM CR HATCHERY,0,0,0,0,0,0,Fall Chinook,Whatcom Creek- W,0,0,
2598,8539,0,,10/31/2018 0:00,COWLITZ SALMON HATCHERY,6900,0,0,3,902,54,Type N Coho,Cowlitz River Hatchery,0,0,
194,0,0,,10/31/2018 0:00,GEORGE ADAMS HATCHERY,0,0,0,0,194,0,Chum,Hood Canal Stock- U,0,0,
4,4,0,,10/31/2018 0:00,KALAMA FALLS HATCHERY Kalama River- W,0,0,0,0,0,0,Winter-Late Steelhead,,0,0,
0,0,0,,11/1/2018 0:00,GRAYS RIVER HATCHERY,0,0,0,0,0,0,Chum,Grays River- M,0,23374,
14840,0,0,,11/1/2018 0:00,LK WHATCOM HATCHERY,0,14840,0,0,0,0,Kokanee,Lake Whatcom- H,0,1271990,
20,0,0,,11/5/2018 0:00,GRAYS RIVER HATCHERY Unknown Stock- H,0,0,0,0,0,0,Type S Coho,,20,0,
40,37,0,,11/5/2018 0:00,MINTER CR HATCHERY Minter Creek- W,0,0,0,3,0,0,Anadromous Coastal Cutthroat,,0,0,
177,0,0,,11/5/2018 0:00,GRAYS RIVER HATCHERY,87,0,0,0,177,5,Type N Coho,Grays River- H,82,0,
1710,0,0,Final in-season estima,11/6/2018 0:00,KENDALL CR HATCHERY,68,1048,0,386,0,0,Spring Chinook,Nooksack River- H,344,0,
1710,0,0,,11/6/2018 0:00,KENDALL CR HATCHERY Nooksack River- H,68,1048,0,386,0,0,Spring Chinook,,344,0,
21,0,0,,11/6/2018 0:00,WHITEHORSE POND,0,0,0,0,21,0,Summer Steelhead,Whitehorse Ponds,0,0,
6,6,0,,11/6/2018 0:00,KALAMA FALLS HATCHERY Kalama River- W,0,0,0,0,0,0,Winter-Late Steelhead,,0,0,
3,3,0,,11/6/2018 0:00,ISSAQUAH HATCHERY Lake Washington- W,0,0,0,0,0,0,Resident Coastal Cutthroat,,0,0,
1,1,0,,11/7/2018 0:00,WHATCOM CR HATCHERY,0,0,0,0,0,0,Fall Chinook,Whatcom Creek- W,0,0,
8,0,0,,11/7/2018 0:00,KENDALL CR HATCHERY,0,0,0,0,0,0,Coho,Lummi Bay (Sea Pond)-,8,0,
2941,9341,0,,11/7/2018 0:00,COWLITZ SALMON HATCHERY Cowlitz River Hatchery,7527,0,0,95,971,61,Type N Coho,,0,0,
9,0,0,,11/8/2018 0:00,KENDALL CR HATCHERY,0,0,0,0,0,0,Coho,Lummi Bay (Sea Pond)-,9,0,
32200,0,0,,11/8/2018 0:00,LK WHATCOM HATCHERY,0,32200,0,0,0,0,Kokanee,Lake Whatcom- H,0,3744710,
29,29,0,Final in-season estima,11/13/2018 0:00,ISSAQUAH HATCHERY Lake Washington- W,0,0,0,0,0,0,Resident Coastal Cutthroat,,0,0,
4,0,0,,11/13/2018 0:00,SKAMANIA HATCHERY Skamania Hatchery,0,0,0,0,0,0,Winter Steelhead,,4,0,
7,7,0,,11/13/2018 0:00,KALAMA FALLS HATCHERY Kalama River- W,0,0,0,0,0,0,Winter-Late Steelhead,,0,0,
1,1,0,,11/14/2018 0:00,WHATCOM CR HATCHERY,0,0,0,0,0,0,Fall Chinook,Whatcom Creek- W,0,0,
3,0,0,,11/14/2018 0:00,ISSAQUAH HATCHERY,0,0,0,0,3,0,Late Kokanee,Lake Sammamish- U,0,0,
54610,0,0,,11/15/2018 0:00,LK WHATCOM HATCHERY,0,54610,0,0,0,0,Kokanee,Lake Whatcom- H,0,7764230,
2,2,0,,11/16/2018 0:00,NEMAH HATCHERY Nemah River- W,0,0,0,0,0,0,Winter-Late Steelhead,,0,0,
10,0,0,,11/19/2018 0:00,ISSAQUAH HATCHERY,0,10,0,0,0,0,Late Kokanee,Lake Sammamish- U,0,0,
0,0,0,,11/20/2018 0:00,GRAYS RIVER HATCHERY,0,0,0,0,0,0,Chum,Grays River- M,0,305283,
0,0,0,,11/20/2018 0:00,BAKER LK HATCHERY,0,0,0,0,0,0,Sockeye,Baker River- M,0,7072254,
1,1,0,,11/21/2018 0:00,WHATCOM CR HATCHERY,0,0,0,0,0,0,Fall Chinook,Whatcom Creek- W,0,0,
20,0,0,,11/21/2018 0:00,BOGACHIEL HATCHERY Bogachiel River,0,0,0,0,6,0,Winter Steelhead,,14,0,
17,0,0,,11/27/2018 0:00,ISSAQUAH HATCHERY,0,17,0,0,0,0,Late Kokanee,Lake Sammamish- U,0,0,
76110,0,0,,11/27/2018 0:00,LK WHATCOM HATCHERY,0,76110,0,0,0,0,Kokanee,Lake Whatcom- H,0,10766150,
1,1,0,,11/28/2018 0:00,WHATCOM CR HATCHERY,0,0,0,0,0,0,Fall Chinook,Whatcom Creek- W,0,0,
31,0,0,,11/28/2018 0:00,WHITEHORSE POND,0,0,0,0,31,0,Summer Steelhead,Whitehorse Ponds,0,0,
4,0,0,,11/28/2018 0:00,WHITEHORSE POND Whitehorse Ponds,0,0,0,1,3,0,Winter Steelhead,,0,0,
0,0,0,,11/29/2018 0:00,GRAYS RIVER HATCHERY,0,0,0,0,0,0,Chum,Grays River- M,0,313175,
44,40,0,,11/30/2018 0:00,MINTER CR HATCHERY Minter Creek- W,0,0,0,4,0,0,Anadromous Coastal Cutthroat,,0,0,
79910,0,0,Final in-season estima,12/5/2018 0:00,LK WHATCOM HATCHERY,0,79910,0,0,0,0,Kokanee,Lake Whatcom- H,0,11071430,
18,0,0,Final in-season estima,12/6/2018 0:00,ISSAQUAH HATCHERY,0,17,0,0,0,0,Late Kokanee,Lake Sammamish- U,1,0,
0,0,0,Final in-season estima,12/10/2018 0:00,BAKER LK HATCHERY,0,0,0,0,0,0,Sockeye,Baker River- M,0,12489932,
1,1,0,Final in-season estima,12/13/2018 0:00,WHATCOM CR HATCHERY,0,0,0,0,0,0,Fall Chinook,Whatcom Creek- W,0,0,
330,0,0,,12/14/2018 0:00,GRAYS RIVER HATCHERY,258,193,0,58,0,0,Type N Coho,Grays River- H,337,269000,
38,0,0,,1/12/2019 0:00,WHITEHORSE POND,0,22,0,0,16,0,Summer Steelhead,Whitehorse Ponds,0,42141,
1,0,0,,1/14/2019 0:00,MARBLEMOUNT HATCHERY,0,0,0,0,0,0,Spring Chinook,Marblemount Hatchery,1,0,
60,0,0,,1/15/2019 0:00,LK ABERDEEN HATCHERY Wynoochee River- H,0,0,0,0,60,0,Winter-Late Steelhead,,0,0,
159,0,0,,1/16/2019 0:00,HUMPTULIPS HATCHERY,5,129,0,0,35,0,Late Coho,Humptulips River- H,0,0,
41,0,0,,1/16/2019 0:00,KENDALL CR HATCHERY,0,41,0,0,0,0,Winter Steelhead,Kendall Creek Hatchery,0,133738,
159,0,0,,1/20/2019 0:00,HUMPTULIPS HATCHERY,5,129,0,23,12,0,Late Coho,Humptulips River- H,0,0,
43,0,0,,1/22/2019 0:00,WHITEHORSE POND,0,27,5,0,16,0,Summer Steelhead,Whitehorse Ponds,0,62010,
48,0,0,,1/23/2019 0:00,KENDALL CR HATCHERY,0,45,0,0,3,0,Winter Steelhead,Kendall Creek Hatchery,0,143738,
63,0,0,,1/23/2019 0:00,LK ABERDEEN HATCHERY Wynoochee River- H,0,36,0,1,18,0,Winter-Late Steelhead,,8,0,
159,0,0,,1/28/2019 0:00,HUMPTULIPS HATCHERY,5,129,0,23,0,0,Late Coho,Humptulips River- H,12,0,
52,0,0,,1/28/2019 0:00,KENDALL CR HATCHERY,0,50,0,0,2,0,Winter Steelhead,Kendall Creek Hatchery,0,164438,
50,0,0,,1/28/2019 0:00,KENDALL CR HATCHERY Kendall Creek Hatchery,0,50,0,0,0,0,Winter Steelhead,,0,164438,3/28/2019 0:00
79,0,0,,1/29/2019 0:00,LK ABERDEEN HATCHERY Wynoochee River- H,0,36,0,1,34,0,Winter-Late Steelhead,,8,0,
43,0,0,,1/30/2019 0:00,WHITEHORSE POND,0,27,5,1,15,0,Summer Steelhead,Whitehorse Ponds,0,62010,
43,0,0,,2/4/2019 0:00,WHITEHORSE POND,0,33,5,2,8,0,Summer Steelhead,Whitehorse Ponds,0,76248,
105,0,0,,2/5/2019 0:00,LK ABERDEEN HATCHERY Wynoochee River- H,0,65,0,1,31,0,Winter-Late Steelhead,,8,0,
43,0,0,,2/10/2019 0:00,WHITEHORSE POND,0,33,5,4,6,0,Summer Steelhead,Whitehorse Ponds,0,76248,
137,0,0,,2/13/2019 0:00,LK ABERDEEN HATCHERY Wynoochee River- H,0,65,0,1,63,0,Winter-Late Steelhead,,8,0,
44,0,0,,2/20/2019 0:00,WHITEHORSE POND,0,33,5,6,0,0,Summer Steelhead,Whitehorse Ponds,5,76248,
147,0,0,,2/26/2019 0:00,LK ABERDEEN HATCHERY Wynoochee River- H,0,102,0,1,34,0,Winter-Late Steelhead,,10,0,
6,0,0,,3/4/2019 0:00,SOOS CREEK HATCHERY Green River- W,0,0,0,0,6,0,Winter-Late Steelhead,,0,0,
1,1,0,,3/6/2019 0:00,MERWIN DAM FCF Lewis River- W,0,0,0,0,0,0,Anadromous Coastal Cutthroat,,0,0,3/14/2019 0:00
12,0,0,,3/11/2019 0:00,SOOS CREEK HATCHERY Green River- W,0,0,0,0,12,0,Winter-Late Steelhead,,0,0,3/14/2019 0:00
26,0,0,,3/20/2019 0:00,SOOS CREEK HATCHERY Green River- W,0,0,0,0,26,0,Winter-Late Steelhead,,0,0,3/21/2019 0:00
29,0,0,,3/21/2019 0:00,SOOS CREEK HATCHERY Green River- W,0,0,0,0,29,0,Winter-Late Steelhead,,0,0,3/28/2019 0:00
1,1,0,,4/1/2019 0:00,COWLITZ SALMON HATCHERY Cowlitz River- W,0,0,0,0,0,0,Anadromous Coastal Cutthroat,,0,0,4/4/2019 0:00
0,0,0,,4/2/2019 0:00,SOOS CREEK HATCHERY Green River- M,0,0,0,0,0,0,Winter-Late Steelhead,,0,40000,4/11/2019 0:00
4,4,0,,4/5/2019 0:00,COWLITZ SALMON HATCHERY Cowlitz River- W,0,0,0,0,0,0,Anadromous Coastal Cutthroat,,0,0,4/11/2019 0:00
0,0,0,,4/9/2019 0:00,OMAK HATCHERY Lake Lenore- H,0,0,220,0,0,0,Lahontan Cutthroat,,0,308000,4/18/2019 0:00
